P	Target
YGL059W	YLR258W
YGL059W	YPL077C
YGL059W	YHR157W
YGL059W	YDR042C
YGL059W	YBR157C
YGL059W	YBR059C
YGL059W	YKL062W
YGL059W	YMR165C
YGL059W	YNR039C
YGL059W	YKR090W
YGL059W	YGL205W
YGL059W	YBR142W
YGL059W	YKL171W
YGL059W	YGR179C
YGL059W	YJL164C
YGL059W	YPL056C
YGL059W	YJL084C
YGL059W	YDR293C
YGL059W	YOR134W
YGL059W	YGR266W
YGL059W	YHR028C
YGL059W	YOL016C
YGL059W	YHR082C
YGL059W	YOR083W
YGL059W	YAL009W
YGL059W	YDL019C
YGL059W	YIL135C
YGL059W	YOL070C
YGL059W	YGR267C
YGL059W	YMR140W
YGL059W	YJL070C
YGL059W	YGR285C
YGL059W	YLL028W
YGL059W	YGR038W
YGL059W	YOR113W
YGL059W	YLL018C
YGL059W	YNL117W
YGL059W	YKR092C
YGL059W	YBR028C
YGL059W	YPL006W
YGL059W	YCR073W-A
YGL059W	YGR249W
YGL059W	YKR100C
YGL059W	YKL166C
YGL059W	YHR207C
YGL059W	YMR086W
YGL059W	YFL017W-A
YGL059W	YLR319C
YGL059W	YIL107C
YGL059W	YIL070C
YGL059W	YDR425W
YGL059W	YGL105W
YGL059W	YDL223C
YGL059W	YLR003C
YGL059W	YGR257C
YGL059W	YLR195C
YGL059W	YJR001W
YGL059W	YJR059W
YGL059W	YNL186W
YGL059W	YNL074C
YGL059W	YHR105W
YGL059W	YKL064W
YGL059W	YNL245C
YGL059W	YFR017C
YGL059W	YNL263C
YGL059W	YKL116C
YGL059W	YLL029W
YGL059W	YMR120C
YGL059W	YJR049C
YGL059W	YKL093W
YGL059W	YKL079W
YGL059W	YML048W
YGL059W	YER078C
YGL059W	YBR170C
YGL059W	YPL203W
YGL059W	YDR070C
YGL059W	YMR196W
YGL059W	YOR002W
YGL059W	YKL008C
YGR052W	YML037C
YGR052W	YDL006W
YGR052W	YAR019C
YGR052W	YBR107C
YGR052W	YMR165C
YGR052W	YJL105W
YGR052W	YCR017C
YGR052W	YJL051W
YGR052W	YDL153C
YGR052W	YNL186W
YKL171W	YPR063C
YKL171W	YDR023W
YKL171W	YER098W
YKL171W	YKR097W
YKL171W	YOL125W
YKL171W	YMR184W
YKL171W	YOL104C
YKL171W	YOL006C
YKL171W	YMR229C
YKL171W	YAL028W
YKL171W	YNL167C
YKL171W	YIL096C
YKL171W	YBR212W
YKL171W	YPL240C
YKL171W	YIL084C
YKL171W	YDL228C
YKL171W	YER064C
YKL171W	YOL079W
YKL171W	YGR231C
YKL171W	YPR203W
YKL171W	YPL177C
YKL171W	YML096W
YKL171W	YOL163W
YKL171W	YGL105W
YKL171W	YFL016C
YKL171W	YGR038C-A
YKL171W	YDL210W
YKL171W	YPL172C
YKL171W	YNL027W
YKL171W	YHR131C
YKL171W	YNL022C
YKL171W	YMR053C
YKL171W	YAL034W-A
YKL171W	YFL014W
YKL171W	YLR455W
YKL171W	YCL043C
YKL171W	YPR160W
YKL171W	YDR134C
YKL171W	YPR050C
YKL171W	YBL010C
YKL171W	YDL153C
YKL171W	YGR276C
YMR291W	YJR059W
YOL128C	YIL033C
YOL128C	YOL016C
YOL128C	YLR303W
YOL128C	YKR055W
YOL128C	YJR059W
YOR267C	YNL272C
YOR267C	YDR023W
YOR267C	YBR072W
YOR267C	YAR019C
YOR267C	YER098W
YOR267C	YNR019W
YOR267C	YPR032W
YOR267C	YBL011W
YOR267C	YPR160W
YOR267C	YML096W
YOR267C	YBR086C
YOR267C	YGL051W
YOR267C	YAL028W
YOR267C	YGR276C
YOR267C	YDL153C
YPL141C	YKR072C
YPL141C	YMR291W
YPL141C	YMR165C
YPL141C	YOR239W
YPL141C	YAR019C
YPL141C	YKR048C
YPL141C	YJR141W
YPL141C	YBR169C
YPL141C	YMR155W
YPL141C	YMR173W
YPL141C	YML037C
YPL141C	YBL047C
YPL141C	YBR108W
YPL141C	YGL207W
YPL141C	YKR071C
YPL141C	YDL002C
YPL141C	YHL009C
YPL141C	YER122C
YPL141C	YLL008W
YPL141C	YGR276C
YPL141C	YDR023W
YPL141C	YDR299W
YPL141C	YML035C
YPL141C	YGR167W
YPL141C	YOR123C
YPL141C	YNL246W
YPL141C	YOR141C
YPL141C	YMR190C
YPL141C	YKL160W
YPL141C	YFL062W
YPL141C	YFR033C
YPL141C	YLR295C
YPL141C	YNL284C-A
YPL141C	YOR210W
YPL141C	YOL139C
YPL141C	YGL245W
YPL141C	YPL190C
YPL141C	YFL023W
YPL141C	YCL043C
YPL141C	YMR235C
YPL141C	YDL135C
YPL141C	YBL007C
YPL141C	YDR087C
YPL141C	YDR152W
YPL141C	YOL107W
YPL141C	YOL125W
YPL141C	YJR142W
YPL141C	YDL223C
YPL141C	YDL074C
YPL141C	YPR137C-A
YPL141C	YOR281C
YPL141C	YBR155W
YPL141C	YJL115W
YPL141C	YGL084C
YPL141C	YGR258C
YPL141C	YGL051W
YPL141C	YDL006W
YPL141C	YCR100C
YPL141C	YPR128C
YPL141C	YJR105W
YPL141C	YNL125C
YPL141C	YJR095W
YPL150W	YER002W
YPL150W	YHL003C
YPL150W	YBL023C
YPL150W	YHL021C
YPL150W	YPL281C
YPL150W	YJR142W
YPL150W	YDL220C
YPL150W	YDL128W
YPL150W	YIL070C
YPL150W	YGR078C
YPL150W	YBL024W
YPL150W	YNR006W
YPL150W	YMR111C
YPL150W	YDR188W
YPL150W	YKR048C
YPL150W	YLL008W
YPL150W	YNL186W
YPL150W	YOR362C
YPL150W	YJR105W
YPL150W	YNL211C
YPL150W	YPR072W
YPL150W	YNL077W
YPL150W	YNL064C
YPL150W	YGL013C
YPL150W	YIL057C
YAL040C	YBR160W
YFR027W	YJL074C
YJL074C	YFR027W
YPL209C	YBR156C
YPL031C	YGR233C
YER129W	YDR477W
YOR233W	YJR053W
YIL095W	YBL007C
YDL235C	YLR006C
YHR102W	YNL161W
YHR205W	YFL033C
YPL203W	YGL180W
YPL031C	YMR165C
YDR490C	YGR086C
YHR030C	YNL025C
YIL035C	YER161C
YOR061W	YER161C
YHR030C	YOR231W
YMR001C	YPL153C
YDL101C	YML058W
YBR160W	YGR270W
YOL100W	YGR086C
YKL048C	YDR507C
YGR262C	YKR038C
YPL153C	YDR217C
YGR188C	YOR026W
YDR477W	YDR028C
YLR113W	YER151C
YFL029C	YPR054W
YBR160W	YDL225W
YBR160W	YDR082W
YPL042C	YDL140C
YJL128C	YER118C
YBR160W	YCR065W
YBR160W	YCL063W
YDR477W	YDR422C
YPL031C	YNL233W
YHR030C	YNL053W
YGR092W	YIL106W
YJL187C	YMR186W
YHR030C	YER111C
YPL203W	YGL116W
YLR113W	YOR066W
YMR001C	YPR007C
YPL203W	YOR140W
YDR490C	YPL004C
YBL105C	YJL095W
YLR248W	YLR113W
YNR031C	YJL128C
YNL298W	YHR107C
YLR113W	YCL061C
YNL298W	YBR200W
YOR351C	YLR263W
YLR113W	YJL128C
YGL180W	YLR423C
YDR490C	YJL164C
YKL203C	YPR185W
YIL095W	YCR088W
YBR136W	YMR190C
YGR092W	YMR032W
YMR001C	YAL047C
YNL298W	YCR002C
YKL166C	YKL038W
YDL101C	YPL153C
YDR477W	YER040W
YJL095W	YHR030C
YNR047W	YKL126W
YPL140C	YHR030C
YNR031C	YLR006C
YDR490C	YPL203W
YER129W	YER027C
YMR216C	YCL011C
YJL106W	YJR094C
YBR160W	YKL042W
YDL235C	YHR206W
YNL307C	YAL038W
YDR490C	YKL166C
YBR160W	YDR451C
YBR160W	YGR108W
YNL161W	YFL034C-B
YOR351C	YIL072W
YBR160W	YMR199W
YNL307C	YPL155C
YDR477W	YJL089W
YHR030C	YLR371W
YBR160W	YLR425W
YIL147C	YDL235C
YDR477W	YGL073W
YBR160W	YCL051W
YBL016W	YJL157C
YHR102W	YKL189W
YBR160W	YPR119W
YMR001C	YMR032W
YJL187C	YPL240C
YNR031C	YLR113W
YMR001C	YOR372C
YGL180W	YPR049C
YBL088C	YCR014C
YBR160W	YJR021C
YBR160W	YBR135W
YDR477W	YER028C
YBR160W	YFL029C
YDR477W	YGL115W
YHR030C	YJL095W
YKL126W	YNR047W
YMR001C	YFR028C
YNL298W	YAL041W
YBR160W	YAL005C
YPL042C	YKL043W
YDR477W	YJL005W
YLR113W	YLR138W
YNL161W	YIL129C
YMR001C	YGR092W
YLR113W	YHR030C
YHR205W	YER088C
YLR113W	YLR079W
YHR205W	YBL054W
YOR231W	YHR030C
YJL128C	YNR031C
YDR507C	YHR107C
YAR019C	YOR373W
YBL016W	YNL271C
YDL108W	YPR025C
YJL164C	YER177W
YNL298W	YJR076C
YMR001C	YDR052C
YNL020C	YCR088W
YJL187C	YBR133C
YBL016W	YDL159W
YPL153C	YER089C
YNL298W	YLR229C
YGL179C	YDR477W
YPL204W	YMR153W
YKL101W	YJL187C
YLR362W	YCL032W
YLR362W	YJL128C
YDL017W	YDR052C
YPL031C	YMR311C
YJR066W	YNL076W
YJL164C	YJL164C
YGL180W	YPR185W
YBR160W	YFR027W
YBL105C	YPR165W
YNL161W	YNL272C
YNL020C	YIR006C
YJL187C	YMR001C
YPL031C	YGL134W
YPL031C	YIL050W
YGR092W	YBR038W
YPL204W	YKL143W
YOR061W	YKL089W
YBR160W	YEL061C
YJL106W	YHR124W
YPL031C	YKL185W
YMR001C	YOR195W
YPL204W	YER106W
YPL031C	YHL027W
YMR001C	YGL175C
YPL042C	YNL025C
YLR113W	YLR335W
YBL016W	YDR103W
YPL031C	YDR146C
YBR160W	YPR120C
YMR001C	YMR055C
YPL204W	YPR008W
YNL298W	YDR309C
YBR160W	YDL140C
YKL203C	YKL126W
YPL204W	YLR384C
YBR160W	YBL063W
YOR351C	YGL163C
YKL139W	YGL123W
YDL028C	YIL106W
YIL035C	YGR270W
YOR061W	YGR270W
YHR205W	YDR054C
YLR113W	YMR172W
YBR160W	YGR188C
YJR066W	YHR082C
YPR161C	YLR226W
YBL105C	YMR036C
YJL164C	YNL197C
YBL105C	YOL100W
YDR122W	YGR009C
YJL106W	YER020W
YDL028C	YGR188C
YKL166C	YPR185W
YPL203W	YPR185W
YDL028C	YGL086W
YPL042C	YMR037C
YPL209C	YBR260C
YKL203C	YIL105C
YPL209C	YFR046C
YNL298W	YMR232W
YKL139W	YJL006C
YHR030C	YBL105C
YBL105C	YHR030C
YHR102W	YOR353C
YJL141C	YDR223W
YBR160W	YLR210W
YLR113W	YGR097W
YPL031C	YJR072C
YBR160W	YFR046C
YJL164C	YER088C
YPL203W	YOR028C
YKL166C	YOR028C
YPL153C	YJL115W
YDR477W	YDR043C
YBR160W	YDL155W
YHR135C	YDR277C
YHR135C	YOR047C
YJL141C	YGL073W
YER129W	YHR005C
YOR061W	YER148W
YJR066W	YFL033C
YOR061W	YKL160W
YOR061W	YDR346C
YIL035C	YDR346C
YLR113W	YOR083W
YPL153C	YNL031C
YHR030C	YIL113W
YOR061W	YOL054W
YPL204W	YOL083W
YHR205W	YIL036W
YMR216C	YNL004W
YIL035C	YKL089W
YKL203C	YER040W
YPR161C	YGL058W
YPL203W	YKL038W
YIL147C	YHR206W
YAL017W	YJR060W
YJL164C	YDR490C
YKL048C	YJL187C
YDR507C	YLR314C
YDL101C	YJL026W
YDR477W	YOR047C
YPL209C	YER016W
YBL105C	YBR023C
YJL128C	YDR162C
YNL161W	YCL051W
YPL031C	YDL127W
YPL031C	YER059W
YPL031C	YDL179W
YMR001C	YLR425W
YLR113W	YOR208W
YLR113W	YER075C
YLR113W	YJL187C
YFL033C	YPL031C
YDR507C	YKR048C
YBR160W	YPL155C
YJL095W	YPL089C
YIL147C	YLR006C
YDL079C	YIL033C
YMR001C	YOR373W
YPL153C	YOR372C
YHR205W	YDR169C
YGR040W	YDL159W
YDL108W	YDR460W
YPL042C	YJL089W
YBL105C	YGL035C
YLR113W	YGL158W
YKL048C	YCL024W
YPL031C	YOR032C
YPL031C	YHR042W
YDR477W	YLR258W
YBR160W	YHR030C
YPL203W	YER109C
YPL204W	YPR007C
YDL028C	YGR113W
YPL031C	YOR083W
YAR019C	YML064C
YGL180W	YDR022C
YHR205W	YNL167C
YNL298W	YHR061C
YBL016W	YHR005C
YDR477W	YOL136C
YNL307C	YKL101W
YLR113W	YOR098C
YPL153C	YJL187C
YGL180W	YDL149W
YPL204W	YBR247C
YBL016W	YNL053W
YPL153C	YMR001C
YBR160W	YLR102C
YIL035C	YOR039W
YJL095W	YBL105C
YDR507C	YKL101W
YBR160W	YNL042W
YBR160W	YOR195W
YBR059C	YBL007C
YLR362W	YLR113W
YDR507C	YJL187C
YKL101W	YHR107C
YMR001C	YPR165W
YHR030C	YPL240C
YLR113W	YER022W
YHR030C	YKL161C
YHR030C	YOR208W
YJL128C	YLR362W
YDR507C	YCL024W
YOR233W	YMR055C
YMR001C	YMR076C
YCR073C	YJL128C
YJL128C	YCR073C
YCR073C	YLR006C
YHR030C	YKL190W
YBR059C	YIR006C
YFL029C	YPL256C
YNL298W	YDR507C
YNL298W	YAL024C
YGR262C	YML036W
YJL128C	YLR248W
YBR160W	YJR092W
YDR477W	YNR016C
YDR477W	YPL042C
YDR477W	YNL025C
YJL165C	YKL038W
YKL161C	YPL089C
YCR091W	YKL126W
YBR136W	YBR274W
YBR136W	YML058W
YMR001C	YHR107C
YCL024W	YJR076C
YPR111W	YIL106W
YDR477W	YBR066C
YPL153C	YBL051C
YJL141C	YJL164C
YIL095W	YNL243W
YOR231W	YJL095W
YJL095W	YOR231W
YPL153C	YBR010W
YJL141C	YBR195C
YNL298W	YKL129C
YHL007C	YKL129C
YFL033C	YMR037C
YPL153C	YML058W
YHR079C	YGR252W
YBR160W	YCR059C
YIL095W	YER155C
YBR136W	YLR437C
YIL095W	YBL047C
YLR248W	YOR133W
YLR248W	YDR385W
YKL048C	YGL035C
YHR135C	YMR036C
YNL154C	YMR036C
YBL016W	YDR388W
YPL204W	YIL109C
YMR001C	YLR045C
YHL007C	YLR229C
YJR066W	YER040W
YBL105C	YGL022W
YLR113W	YNR031C
YDR507C	YNL166C
YDR507C	YCR002C
YKL166C	YDR054C
YDR283C	YDR283C
YBR160W	YMR032W
YBR160W	YDL028C
YOR061W	YMR109W
YKL126W	YGR038W
YBR136W	YMR133W
YKL166C	YDR172W
YPL203W	YDR172W
YJL164C	YDR172W
YDR477W	YML006C
YNL307C	YMR273C
YJL128C	YDL006W
YDR477W	YNL236W
YHR030C	YGR229C
YPL031C	YPL219W
YPL203W	YMR037C
YBR160W	YDR168W
YDL235C	YIL147C
YDL101C	YDR263C
YNL307C	YGL144C
YMR139W	YGL144C
YJL187C	YPR119W
YNL298W	YKL101W
YBL105C	YPL256C
YLR113W	YDL140C
YMR001C	YPL115C
YKL168C	YER177W
YKL048C	YJR076C
YBR160W	YDR501W
YBR160W	YLR045C
YDR477W	YGL179C
YOR351C	YER133W
YOR231W	YLL021W
YDL101C	YGR180C
YPL153C	YMR190C
YPL204W	YLR182W
YLR248W	YMR243C
YJL141C	YIL033C
YMR001C	YER106W
YKL203C	YNL229C
YGR092W	YBR160W
YHR030C	YHR030C
YPL203W	YBR160W
YBR136W	YER095W
YBL088C	YER095W
YBR160W	YOR315W
YMR001C	YLR086W
YHR030C	YMR307W
YCL024W	YLR314C
YKL203C	YNL006W
YHR030C	YNL289W
YKL048C	YBR160W
YIL095W	YNL084C
YKL101W	YBR160W
YJL187C	YLR113W
YIL095W	YLR206W
YCR073C	YLR113W
YIL147C	YLR113W
YPL209C	YGR140W
YHR030C	YMR273C
YHR030C	YLL021W
YHR102W	YOR257W
YJL095W	YDL006W
YBL105C	YMR149W
YBL105C	YEL002C
YJL095W	YKL161C
YCL024W	YDR507C
YER129W	YGL115W
YBR160W	YPR111W
YPL153C	YER177W
YLR113W	YPR115W
YJL095W	YER133W
YBR160W	YJL106W
YPL031C	YDR293C
YPL031C	YLR410W
YGL180W	YPL166W
YDR477W	YKL139W
YKL139W	YDR477W
YKL161C	YGR097W
YNL161W	YHR102W
YHR030C	YDL006W
YAR019C	YIL106W
YJL165C	YDR135C
YPL031C	YGL013C
YMR001C	YIL031W
YKL101W	YGL116W
YHR102W	YLR131C
YGL180W	YGL180W
YDR477W	YGL253W
YDR477W	YKL182W
YBR160W	YJR076C
YBR136W	YDR113C
YNL154C	YBR021W
YNL154C	YEL062W
YHR135C	YEL062W
YDR477W	YKL038W
YDL108W	YER171W
YDL028C	YDR162C
YDR477W	YBR112C
YIL035C	YGL019W
YHR079C	YFL031W
YNL298W	YBR160W
YNL307C	YGL197W
YNL307C	YMR036C
YHR030C	YNL294C
YPL042C	YOL051W
YHR079C	YJL034W
YJL095W	YLR305C
YDL017W	YDR439W
YMR001C	YDR439W
YLR096W	YGR009C
YMR001C	YHR014W
YJR066W	YCL029C
YGL158W	YLR113W
YLR113W	YGR040W
YBR160W	YNR009W
YJL165C	YMR153W
YNL154C	YMR153W
YDL028C	YML055W
YJL164C	YDR468C
YJL164C	YOL018C
YMR001C	YNL172W
YMR001C	YLR127C
YMR001C	YDR118W
YMR001C	YLR102C
YOR061W	YLR399C
YIL035C	YLR399C
YPL204W	YDR099W
YNL298W	YLR314C
YDL017W	YMR001C
YDL017W	YDL017W
YHR030C	YDR358W
YMR001C	YBR098W
YDL017W	YBR098W
YLR113W	YAR002W
YLR113W	YJL093C
YHR135C	YGR184C
YBR160W	YBL105C
YBR160W	YGL116W
YDL101C	YLR176C
YBR136W	YLR176C
YDL101C	YJL115W
YOR061W	YER164W
YPL153C	YER111C
YDR507C	YJR076C
YJR066W	YPL180W
YPL153C	YDL220C
YPL204W	YNL178W
YER123W	YHR135C
YHR135C	YER123W
YKL203C	YHR030C
YPL031C	YDR477W
YGR188C	YJL013C
YMR001C	YDR217C
YNL307C	YHR030C
YMR001C	YJR076C
YKL126W	YHR030C
YHR030C	YKL126W
YDL079C	YHR030C
YOL128C	YHR030C
YDR490C	YDR283C
YJL128C	YMR039C
YBR160W	YAL028W
YOR061W	YMR036C
YMR001C	YDR386W
YAL017W	YJR049C
YDL159W	YDR103W
YBL105C	YNL088W
YKL126W	YLR350W
YKL166C	YFL033C
YPL203W	YFL033C
YKL166C	YJL141C
YMR216C	YML016C
YNL307C	YJL164C
YDL028C	YDR168W
YKL101W	YKL101W
YAL017W	YMR070W
YAL017W	YMR273C
YHR030C	YMR295C
YLR113W	YBR083W
YJL128C	YLR006C
YBR160W	YDL056W
YKL101W	YDR507C
YLR113W	YDL022W
YDL101C	YLR032W
YJR066W	YHR030C
YHL007C	YAR019C
YDL108W	YGL130W
YFL029C	YPR119W
YHR102W	YFL034C-B
YHR030C	YDL127W
YPL140C	YOR231W
YOR231W	YPL140C
YBR160W	YPL031C
YPL140C	YJL095W
YJL095W	YPL140C
YBL105C	YDL126C
YDR507C	YBR133C
YPL042C	YPR070W
YPL042C	YDR443C
YBR160W	YLR187W
YBR160W	YLL039C
YJL095W	YKL190W
YBR160W	YER151C
YBR160W	YGR225W
YLR113W	YLR006C
YLR113W	YDR443C
YBL105C	YGR282C
YJL128C	YGR040W
YBR160W	YIL050W
YBR160W	YGR035C
YBL105C	YPL089C
YNL154C	YHR135C
YHR135C	YNL154C
YJL128C	YOR208W
YCL024W	YHR107C
YDR477W	YER129W
YBL016W	YHR084W
YKL203C	YER093C
YHR030C	YGR032W
YDR477W	YPL031C
YFL033C	YHR205W
YDR477W	YFL021W
YBR160W	YGR109C
YDR507C	YBR160W
YNL298W	YMR055C
YMR216C	YDL160C
YPL031C	YER133W
YOR231W	YNL053W
YOR231W	YOR208W
YPL026C	YDL194W
YJR066W	YDR293C
YNR031C	YLR248W
YBL105C	YDR356W
YKL101W	YMR001C
YPL042C	YLR399C
YDL028C	YJL030W
YNL307C	YGR140W
YFL033C	YGL073W
YKL203C	YCR053W
YPL031C	YFR015C
YAR019C	YBR160W
YPL031C	YPL256C
YBR160W	YHR027C
YPL031C	YGL180W
YBR160W	YNL289W
YPL209C	YJR089W
YPL153C	YBR136W
YNL161W	YER032W
YOR061W	YJL095W
YJL095W	YOR061W
YDL108W	YDL125C
YLR113W	YDR448W
YPL031C	YPL049C
YBR136W	YOR033C
YOR061W	YIL035C
YIL035C	YOR061W
YGR040W	YHR084W
YHR030C	YLR113W
YJL187C	YMR036C
YFL033C	YJL164C
YBL105C	YER111C
YPL153C	YJR057W
YKL048C	YNL298W
YHL007C	YLR113W
YMR001C	YAL024C
YBR136W	YMR224C
YBR136W	YML061C
YPL153C	YDL102W
YJL106W	YPR054W
YHR030C	YDR356W
YHR030C	YGR217W
YHR030C	YFL031W
YNR031C	YFL039C
YGL158W	YDR423C
YHL007C	YIL043C
YJL106W	YJL194W
YHL007C	YGL012W
YDR477W	YMR140W
YOR233W	YAL047C
YBL088C	YNL312W
YGL180W	YNL242W
YBR160W	YAL041W
YHR030C	YHL011C
YNL161W	YER124C
YBR160W	YJR090C
YPL031C	YDR028C
YBR160W	YPL014W
YHR030C	YPR159W
YHR030C	YGR189C
YHR030C	YMR238W
YLR113W	YFL014W
YHL007C	YPL256C
YDR507C	YDR507C
YPL204W	YKL110C
YDL017W	YPR007C
YLR113W	YNL330C
YLR113W	YOL004W
YLR113W	YOL148C
YPL042C	YCR084C
YHR030C	YBR260C
YJL095W	YBR260C
YJL128C	YDL022W
YFL033C	YDR096W
YKL126W	YDR490C
YHR030C	YPR165W
YJL095W	YDL159W
YBL105C	YKL126W
YLR113W	YGR014W
YJL141C	YNL098C
YPL042C	YAL040C
YFL029C	YLR079W
YOR233W	YKR054C
YMR001C	YGR108W
